Brands,Models,Version,Currency,Price,Urlpic,Year,KM,Fuel_type,Transmission,Location,Color,Cilinder,Upholstery,Engine
AUDI,A3 HB,Delantera,USD,"US$ 20,900",https://cde.neoauto.pe/autos_usados/360x240/118694/118694_4951988.webp,2018,48000,Gasolina,Automática - Secuencial,"Lima, Lima",Plata,4,Asientos de cuero,"1,200 cc"
VOLVO,XC-60,AWD,USD,"US$ 16,000",https://cde.neoauto.pe/autos_usados/360x240/246550/246550_1733349.webp,2014,115000,Gasolina,Automática - Secuencial,"Lima, Lima",Negro,4,tela,"2,000 cc"
AUDI,Q3,2.0 TFSI QUATTRO STRONIC,USD,"US$ 20,900",https://cde.neoauto.pe/autos_usados/360x240/118694/118694_2568122.webp,2018,75000,Gasolina,Automática,"Lima, Lima",Plata,4,Asientos de cuero,200 cc
PORSCHE,CAYENNE,AWD,USD,"US$ 49,900",https://cde.neoauto.pe/autos_usados/360x240/118694/118694_4930194.webp,2018,43700,Gasolina,Automática - Secuencial,"Lima, Lima",Marrón,6,tela,"3,598 cc"
AUDI,Q5,4x4,USD,"US$ 50,500",https://cde.neoauto.pe/autos_usados/360x240/718170/718170_3049605.webp,2023,32000,Gasolina,Automática,"Lima, Lima",Blanco,4,tela,"2,000 cc"
HONDA,HRV,4x2,USD,"US$ 19,000",https://cde.neoauto.pe/autos_usados/360x240/742171/742171_7233906.webp,2018,25000,Gasolina,Automática,"Lima, Lima",Plateado,4,tela,"1,800 cc"
BMW,318i,IA,USD,"US$ 24,500",https://cde.neoauto.pe/autos_usados/360x240/401484/401484_8327676.webp,2017,29758,Gasolina,Automática,"Lima, Lima",Azul,3,tela,"1,500 cc"
JETOUR,DASHING,4x2,USD,"US$ 22,900",https://cde.neoauto.pe/autos_usados/360x240/709781/709781_5504472.webp,2024,3098,Gasolina,Automática,"Lima, Lima",Negro,4,tela,"1,598 cc"
VOLKSWAGEN,VIRTUS,Delantera,USD,"US$ 12,900",https://cde.neoauto.pe/autos_usados/360x240/709781/709781_5454998.webp,2020,48000,Gasolina,Mecánica,"Lima, Lima",Gris Metálico,4,tela,"1,589 cc"
MITSUBISHI,ASX,4x2,USD,"US$ 19,900",https://cde.neoauto.pe/autos_usados/360x240/709781/709781_1047613.webp,2022,33200,Gasolina,Automática,"Lima, Lima",Blanco,,tela,"1,998 cc"
KIA,SORENTO,4x4,USD,"US$ 22,900",https://cde.neoauto.pe/autos_usados/360x240/709781/709781_1937426.webp,2020,75151,Gasolina,Automática,"Lima, Lima",Azul,4,tela,"2,359 cc"
VOLKSWAGEN,TIGUAN ALLSPACE,HIGHLINE 2.0 AT,USD,"US$ 22,900",https://cde.neoauto.pe/autos_usados/360x240/709781/709781_4889279.webp,2018,81000,Gasolina,Automática,"Lima, Lima",Negro,4,Asientos de cuero,"1,989 cc"
VOLKSWAGEN,TIGUAN ALLSPACE,4x2,USD,"US$ 19,900",https://cde.neoauto.pe/autos_usados/360x240/709781/709781_8738467.webp,2020,88000,Gasolina,Automática,"Lima, Lima",Gris Metálico,4,Asientos de cuero,"1,398 cc"
SSANGYONG,KORANDO,4x2,USD,"US$ 21,900",https://cde.neoauto.pe/autos_usados/360x240/709781/709781_2526516.webp,2024,57,Gasolina,Mecánica,"Lima, Lima",Gris Metálico,4,tela,"1,497 cc"
SSANGYONG,MUSSO GRAND,4x4,USD,"US$ 26,490",https://cde.neoauto.pe/autos_usados/360x240/709781/709781_3822909.webp,2024,59,Diesel,Mecánica,"Lima, Lima",Blanco,4,tela,"2,157 cc"
VOLKSWAGEN,NIVUS,4x2,USD,"US$ 20,900",https://cde.neoauto.pe/autos_usados/360x240/709781/709781_3636373.webp,2023,4000,Gasolina,Automática,"Lima, Lima",Azul,3,tela,999 cc
VOLKSWAGEN,TIGUAN ALLSPACE,4 Motion,USD,"US$ 22,500",https://cde.neoauto.pe/autos_usados/360x240/709781/709781_8791739.webp,2021,63000,Gasolina,Automática,"Lima, Lima",Gris Metálico,4,tela,"1,989 cc"
VOLKSWAGEN,GOL,Delantera,USD,"US$ 10,900",https://cde.neoauto.pe/autos_usados/360x240/709781/709781_1167010.webp,2020,77900,Gasolina,Automática,"Lima, Lima",Blanco,4,tela,"1,589 cc"
SSANGYONG,ALL NEW REXTON,4x2,USD,"US$ 28,900",https://cde.neoauto.pe/autos_usados/360x240/709781/709781_2278048.webp,2024,57,Gasolina,Mecánica,"Lima, Lima",Negro,4,tela,"1,988 cc"
VOLKSWAGEN,CROSSFOX,4x2,USD,"US$ 12,900",https://cde.neoauto.pe/autos_usados/360x240/709781/709781_9977218.webp,2022,18000,Gasolina,Mecánica,"Lima, Lima",Plata,4,tela,"1,589 cc"
VOLKSWAGEN,SAVEIRO,4x2,USD,"US$ 9,900",https://cde.neoauto.pe/autos_usados/360x240/709781/709781_1911858.webp,2020,121000,Gasolina,Mecánica,"Lima, Lima",Negro,5,tela,"1,589 cc"
VOLKSWAGEN,TIGUAN ALLSPACE,COMFORTLINE 2.0 AT,USD,"US$ 22,400",https://cde.neoauto.pe/autos_usados/360x240/709781/709781_8373237.webp,2018,66000,Gasolina,Automática,"Lima, Lima",Verde,4,tela,"1,989 cc"
HYUNDAI,SANTA FE,7S GL 2WD MT PE,USD,"US$ 17,500",https://cde.neoauto.pe/autos_usados/360x240/317829/317829_8036732.webp,2017,72000,Gasolina,Mecánica,"Lima, Lima",Beige,4,tela,"2,400 cc"
VOLKSWAGEN,AMAROK,4x4,USD,"US$ 35,500",https://cde.neoauto.pe/autos_usados/360x240/708953/708953_9451303.webp,2020,47500,Gasolina,Automática,"Lima, Lima",Azul,6,tela,"3,000 cc"
MITSUBISHI,XPANDER CROSS,,USD,"US$ 19,500",https://cde.neoauto.pe/autos_usados/360x240/742132/742132_4391369.webp,2023,,Gasolina,Automática,"Lima, Lima",,,tela,
LAND ROVER,RANGE ROVER EVOQUE,4x4,USD,"US$ 32,000",https://cde.neoauto.pe/autos_usados/360x240/219037/219037_8997011.webp,2017,42000,Gasolina,Automática - Secuencial,"Lima, Lima",Blanco,4,tela,"2,000 cc"
NISSAN,SENTRA,Delantera,USD,"US$ 14,500",https://cde.neoauto.pe/autos_usados/360x240/670606/670606_2707387.webp,2020,44000,Gasolina,Automática,"Lima, Lima",Negro,4,tela,"1,798 cc"
KIA,SORENTO,2.4 AT - EX 4X2 FULL,USD,"US$ 20,300",https://cde.neoauto.pe/autos_usados/360x240/609061/609061_4519692.webp,2018,50000,Gasolina,Automática - Secuencial,"Lima, Lima",Gris Metálico,4,tela,"2,400 cc"
BMW,520-i,SEDAN AT 2.0,USD,"US$ 16,000",https://cde.neoauto.pe/autos_usados/360x240/248244/248244_1533892.webp,2014,70000,Gasolina,Automática - Secuencial,"Lima, Lima",,4,Asientos de cuero,"2,000 cc"
NISSAN,X-TRAIL,FULL EXCLUSIVE 4X4 CVT 2.5,USD,"US$ 18,500",https://cde.neoauto.pe/autos_usados/360x240/540990/540990_1468553.webp,2017,49500,Gasolina,Automática - Secuencial,"Lima, Lima",Gris Metálico,4,tela,"2,500 cc"
HYUNDAI,TUCSON,FL GL 2WD AT FULL,USD,"US$ 17,500",https://cde.neoauto.pe/autos_usados/360x240/535254/535254_2554711.webp,2018,58000,Dual,Automática - Secuencial,"Lima, Lima",Negro,4,Asientos de cuero,"2,000 cc"
HYUNDAI,TUCSON,GL 2WD AT FULL,USD,"US$ 13,000",https://cde.neoauto.pe/autos_usados/360x240/391964/391964_9449575.webp,2015,83600,Gasolina,Automática - Secuencial,"Lima, Lima",Blanco,4,Asientos de cuero,"2,000 cc"
NISSAN,SENTRA,4x2,USD,"US$ 10,200",https://cde.neoauto.pe/autos_usados/360x240/724180/724180_3880969.webp,2016,51000,Gasolina,Automática,"Lima, Lima",Gris Metálico,4,tela,"1,800 cc"
HYUNDAI,PALISADE,4x4,USD,"US$ 45,000",https://cde.neoauto.pe/autos_usados/360x240/701904/701904_6662310.webp,2022,5400,Gasolina,Automática - Secuencial,"Lima, Lima",Plata,6,tela,"3,500 cc"
KIA,SORENTO,AWD,USD,"US$ 39,900",https://cde.neoauto.pe/autos_usados/360x240/703542/703542_3222529.webp,2023,17500,Diesel,Automática - Secuencial,"Lima, Lima",Azul,4,tela,"2,151 cc"
MITSUBISHI,ASX,4x2,USD,"US$ 21,800",https://cde.neoauto.pe/autos_usados/360x240/703542/703542_7021611.webp,2023,8590,Gasolina,Mecánica,"Lima, Lima",Rojo,4,tela,"2,000 cc"
CHERY,TIGGO 8 PRO,4x2,USD,"US$ 23,900",https://cde.neoauto.pe/autos_usados/360x240/703542/703542_5847829.webp,2023,25750,Gasolina,Automática - Secuencial,"Lima, Lima",Negro,4,tela,"1,600 cc"
FORD,EDGE SEL,4x2,USD,"US$ 20,900",https://cde.neoauto.pe/autos_usados/360x240/703542/703542_6513111.webp,2018,58200,Gasolina,Automática - Secuencial,"Lima, Lima",Rojo,4,Asientos de cuero,200 cc
VOLKSWAGEN,GOL POWER,Delantera,USD,"US$ 10,900",https://cde.neoauto.pe/autos_usados/360x240/701904/701904_1320251.webp,2019,34500,Gasolina,Mecánica,"Lima, Lima",Gris platino,4,tela,"1,600 cc"
SUZUKI,JIMNY,4x4,USD,"US$ 19,800",https://cde.neoauto.pe/autos_usados/360x240/703542/703542_6892526.webp,2024,11000,Gasolina,Mecánica,"Lima, Lima",Negro,4,tela,"1,500 cc"
SUZUKI,VITARA,4x2,USD,"US$ 18,700",https://cde.neoauto.pe/autos_usados/360x240/701904/701904_9177648.webp,2023,7500,Gasolina,Mecánica,"Lima, Lima",Gris platino,4,tela,"1,400 cc"
FORD,TERRITORY,4x2,USD,"US$ 24,490",https://cde.neoauto.pe/autos_usados/360x240/733970/733970_8246604.webp,2022,12000,Gasolina,Automática,"Lima, Lima",Marrón,4,tela,"1,500 cc"
FORD,BRONCO SPORT,4x4,USD,"US$ 26,990",https://cde.neoauto.pe/autos_usados/360x240/733970/733970_8788602.webp,2021,51200,Gasolina,Automática,"Lima, Lima",,4,tela,"1,500 cc"
CHERY,TIGGO 3,4x2,USD,"US$ 10,500",https://cde.neoauto.pe/autos_usados/360x240/701904/701904_1571137.webp,2017,30951,Gasolina,Mecánica,"Lima, Lima",Blanco,4,tela,"1,600 cc"
MAZDA,3,Delantera,USD,"US$ 21,200",https://cde.neoauto.pe/autos_usados/360x240/701904/701904_1328938.webp,2022,14514,Gasolina,Automática - Secuencial,"Lima, Lima",Blanco,4,tela,"2,000 cc"
DFSK,GLORY 580,4x2,USD,"US$ 14,500",https://cde.neoauto.pe/autos_usados/360x240/701904/701904_8816828.webp,2018,36000,Gas GLP,Mecánica,"Lima, Lima",Negro,4,tela,"1,800 cc"
MG,HS,4x2,USD,"US$ 15,900",https://cde.neoauto.pe/autos_usados/360x240/701904/701904_4283540.webp,2022,23000,Gasolina,Automática,"Lima, Lima",Negro,4,tela,"1,500 cc"
MG,HS,Delantera,USD,"US$ 16,700",https://cde.neoauto.pe/autos_usados/360x240/701904/701904_5643848.webp,2022,28890,Gasolina,Automática - Secuencial,"Lima, Lima",Blanco,4,tela,"2,000 cc"
KIA,SPORTAGE,4x2,USD,"US$ 15,900",https://cde.neoauto.pe/autos_usados/360x240/701904/701904_8920179.webp,2017,55290,Dual,Mecánica,"Lima, Lima",Azul acero,4,tela,"1,999 cc"
KIA,SELTOS,4x2,USD,"US$ 21,500",https://cde.neoauto.pe/autos_usados/360x240/701904/701904_1831247.webp,2023,51161,Dual,Mecánica,"Lima, Lima",Rojo Oscuro,,tela,"1,200 cc"
MITSUBISHI,OUTLANDER,4x4,USD,"US$ 20,990",https://cde.neoauto.pe/autos_usados/360x240/662891/662891_7406808.webp,2019,30000,Gasolina,Automática - Secuencial,"Lima, Lima",Arena,4,tela,"2,400 cc"
TOYOTA,FORTUNER,2.8 ADVENTURE 4X4 MT,USD,"US$ 38,990",https://cde.neoauto.pe/autos_usados/360x240/662891/662891_2269777.webp,2018,78000,Diesel,Mecánica,"Lima, Lima",Gris Metálico,4,tela,"2,800 cc"
KIA,SELTOS,4x2,USD,"US$ 20,900",https://cde.neoauto.pe/autos_usados/360x240/701904/701904_4529107.webp,2022,10751,Dual,Automática,"Lima, Lima",Rojo,4,Asientos de cuero,"1,591 cc"
CHERY,TIGGO,4x2,USD,"US$ 25,500",https://cde.neoauto.pe/autos_usados/360x240/701904/701904_4617710.webp,2023,1015,Gasolina,Automática,"Lima, Lima",Gris huracan,4,tela,"1,600 cc"
HYUNDAI,PALISADE,4x4,USD,"US$ 45,500",https://cde.neoauto.pe/autos_usados/360x240/703542/703542_2991512.webp,2022,5400,Gasolina,Automática - Secuencial,"Lima, Lima",Plata,6,tela,"3,500 cc"
FORD,TERRITORY,4x2,USD,"US$ 23,900",https://cde.neoauto.pe/autos_usados/360x240/703542/703542_6024824.webp,2022,15500,Gasolina,Automática - Secuencial,"Lima, Lima",Marrón,4,tela,"1,500 cc"
CHERY,TIGGO 7 PRO,4x2,USD,"US$ 18,400",https://cde.neoauto.pe/autos_usados/360x240/701904/701904_2295652.webp,2023,6500,Gasolina,Mecánica,"Lima, Lima",Gris Oscuro,4,tela,"1,500 cc"
KIA,PICANTO CROSS,Delantera,USD,"US$ 11,600",https://cde.neoauto.pe/autos_usados/360x240/701904/701904_4125127.webp,2020,29900,Gas GLP,Mecánica,"Lima, Lima",Plata,4,tela,"1,200 cc"
HYUNDAI,CRETA,4x2,USD,"US$ 19,200",https://cde.neoauto.pe/autos_usados/360x240/701904/701904_4713112.webp,2023,19800,Gas GLP,Mecánica,"Lima, Lima",Plata,4,Asientos de cuero,"1,500 cc"
KIA,NIRO,Delantera,USD,"US$ 23,200",https://cde.neoauto.pe/autos_usados/360x240/701904/701904_6574610.webp,2022,44200,Gasolina-Híbrido,Automática,"Lima, Lima",Rojo,4,Asientos de cuero,"1,600 cc"
FORD,ECOSPORT,1.6 MT -  4X2 FREESTYLE,USD,"US$ 14,900",https://cde.neoauto.pe/autos_usados/360x240/701904/701904_8012066.webp,2017,49000,Gasolina,Mecánica,"Lima, Lima",Rojo,4,tela,"1,600 cc"
LEXUS,ES 250,4x2,USD,"US$ 31,000",https://cde.neoauto.pe/autos_usados/360x240/124182/124182_2468901.webp,2020,17600,Gasolina,Automática - Secuencial,"Lima, Lima",Plateado,,tela,"2,487 cc"
KIA,SORENTO,4x4,USD,"US$ 43,500",https://cde.neoauto.pe/autos_usados/360x240/703542/703542_1218391.webp,2024,800,Diesel,Automática,"Lima, Lima",Azul,4,tela,"2,200 cc"
KIA,SPORTAGE,4x2,USD,"US$ 32,900",https://cde.neoauto.pe/autos_usados/360x240/701904/701904_2952250.webp,2023,50,Gasolina,Automática,"Lima, Lima",Negro,4,tela,"2,000 cc"
VOLKSWAGEN,TIGUAN ALLSPACE,4x2,USD,"US$ 22,800",https://cde.neoauto.pe/autos_usados/360x240/124182/124182_9494248.webp,2020,12000,Gasolina,Automática - Secuencial,"Lima, Lima",Azul acero,4,tela,"1,395 cc"
HYUNDAI,CRETA,4x2,USD,"US$ 18,900",https://cde.neoauto.pe/autos_usados/360x240/701904/701904_4997896.webp,2022,60931,Gasolina,Mecánica,"Lima, Lima",Blanco,,tela,"1,500 cc"
TOYOTA,COROLLA CROSS,4x2,USD,"US$ 21,900",https://cde.neoauto.pe/autos_usados/360x240/701904/701904_7076509.webp,2023,27500,Gasolina,Automática,"Lima, Lima",Blanco,4,Asientos de cuero,"2,000 cc"
MG,HS,4x2,USD,"US$ 18,900",https://cde.neoauto.pe/autos_usados/360x240/703542/703542_3308098.webp,2023,11000,Gasolina,Automática,"Lima, Lima",Rojo,4,tela,"1,500 cc"
SUZUKI,NEW VITARA,4x2,USD,"US$ 18,700",https://cde.neoauto.pe/autos_usados/360x240/703542/703542_5071320.webp,2023,8000,Gasolina,Mecánica,"Lima, Lima",Gris Metálico,4,tela,"1,400 cc"
TOYOTA,COROLLA CROSS,4x2,USD,"US$ 26,490",https://cde.neoauto.pe/autos_usados/360x240/733970/733970_2173887.webp,2022,24500,Gasolina-Híbrido,Automática,"Lima, Lima",Rojo,4,tela,"1,800 cc"
KIA,RIO,Delantera,USD,"US$ 11,900",https://cde.neoauto.pe/autos_usados/360x240/701904/701904_6390109.webp,2020,67300,Gas GLP,Mecánica,"Lima, Lima",Plata,4,tela,"1,400 cc"
SUZUKI,VITARA,4x2,USD,"US$ 15,500",https://cde.neoauto.pe/autos_usados/360x240/155466/155466_5920793.webp,2018,46495,Gasolina,Automática,"Lima, Lima",Negro,,tela,"1,600 cc"
SUZUKI,GRAND VITARA,4x2,USD,"US$ 18,000",https://cde.neoauto.pe/autos_usados/360x240/155466/155466_8243797.webp,2024,581,Híbrido,Mecánica,"Lima, Lima",Rojo,,tela,"1,500 cc"
DONGFENG,T5 EVO,4x2,USD,"US$ 19,500",https://cde.neoauto.pe/autos_usados/360x240/701904/701904_3126718.webp,2021,33569,Gasolina,Automática - Secuencial,"Lima, Lima",Blanco,,tela,"1,500 cc"
MAZDA,CX-5,4x2,USD,"US$ 30,000",https://cde.neoauto.pe/autos_usados/360x240/124182/124182_5741505.webp,2024,,Gasolina,Automática - Secuencial,"Lima, Lima",Blanco nieve,4,tela,"1,998 cc"
RENAULT,STEPWAY,4x2,USD,"US$ 12,500",https://cde.neoauto.pe/autos_usados/360x240/155466/155466_4587802.webp,2022,31368,Gasolina,Mecánica,"Lima, Lima",,,tela,"1,600 cc"
VOLKSWAGEN,TIGUAN ALLSPACE,TRENDLINE 2F 1.4 at,USD,"US$ 18,500",https://cde.neoauto.pe/autos_usados/360x240/345231/345231_5464136.webp,2019,60000,Gasolina,Automática - Secuencial,"Lima, Lima",Gris platino,4,Asientos de cuero,"1,395 cc"
SUZUKI,XL7,4x2,USD,"US$ 15,950",https://cde.neoauto.pe/autos_usados/360x240/124182/124182_7774230.webp,2022,45900,Gasolina,Automática - Secuencial,"Lima, Lima",Gris Metálico,4,tela,"1,462 cc"
RENAULT,KOLEOS,DYNAMIQUE 4X4 AT,USD,"US$ 12,700",https://cde.neoauto.pe/autos_usados/360x240/124182/124182_1677467.webp,2014,57000,Gasolina,Automática - Secuencial,"Lima, Lima",Plata,4,tela,"2,488 cc"
TOYOTA,AGYA,Delantera,USD,"US$ 10,000",https://cde.neoauto.pe/autos_usados/360x240/692838/692838_4151228.webp,2020,77259,Gasolina,Automática,"Lima, Lima",Plata,4,tela,"1,000 cc"
VOLKSWAGEN,TIGUAN,4 Motion,USD,"US$ 35,900",https://cde.neoauto.pe/autos_usados/360x240/701904/701904_9825210.webp,2022,20706,Gasolina,Automática,"Lima, Lima",Plata,4,tela,"2,000 cc"
CHERY,TIGGO 8,4x2,USD,"US$ 18,500",https://cde.neoauto.pe/autos_usados/360x240/701904/701904_1749798.webp,2022,26272,Gasolina,Mecánica,"Lima, Lima",Negro,4,tela,"1,500 cc"
HYUNDAI,CRETA,1.6 GLS 2WD MT STYLE,USD,"US$ 15,500",https://cde.neoauto.pe/autos_usados/360x240/701904/701904_2236062.webp,2016,56348,Gasolina,Mecánica,"Lima, Lima",Gris Oscuro,4,tela,"1,600 cc"
HYUNDAI,ELANTRA,1.6 GL AT AB,USD,"US$ 7,850",https://cde.neoauto.pe/autos_usados/360x240/679803/679803_1848243.webp,2011,82000,Gasolina,Automática,"Lima, Lima",Rojo,4,tela,"1,600 cc"
JEEP,COMMANDER,4x2,USD,"US$ 37,900",https://cde.neoauto.pe/autos_usados/360x240/470963/470963_4019872.webp,2023,19800,Gasolina,Automática,"Lima, Lima",Plata,4,tela,"1,300 cc"
JEEP,COMMANDER,4x2,USD,"US$ 38,900",https://cde.neoauto.pe/autos_usados/360x240/470963/470963_8396482.webp,2023,15200,Gasolina,Automática,"Lima, Lima",Gris Oscuro,4,tela,"1,300 cc"
JEEP,COMMANDER,4x2,USD,"US$ 38,500",https://cde.neoauto.pe/autos_usados/360x240/470963/470963_5290354.webp,2023,17500,Gasolina,Automática,"Lima, Lima",Plata,4,tela,"1,300 cc"
MERCEDES BENZ,GLA 200,4x2,USD,"US$ 44,900",https://cde.neoauto.pe/autos_usados/360x240/470963/470963_9613243.webp,2023,7800,Gasolina,Automática,"Lima, Lima",Azul,4,tela,"1,300 cc"
AUDI,Q8,Tiptronic,USD,"US$ 63,000",https://cde.neoauto.pe/autos_usados/360x240/720411/720411_5764089.webp,2019,36000,Gasolina,Automática,"Lima, Lima",Blanco,6,tela,"3,000 cc"
MERCEDES BENZ,GLA 180,4x2,USD,"US$ 25,700",https://cde.neoauto.pe/autos_usados/360x240/301890/301890_3671359.webp,2020,33000,Gasolina,Automática - Secuencial,"Lima, Lima",Gris Metálico,4,Asientos de cuero,"1,600 cc"
VOLKSWAGEN,JETTA,TRENDLINE 2.0 AT,USD,"US$ 12,700",https://cde.neoauto.pe/autos_usados/360x240/470963/470963_5982873.webp,2015,55000,Gasolina,Automática,"Lima, Lima",Negro,4,tela,"2,000 cc"
CITROEN,JUMPER,4x2,USD,"US$ 7,800",https://cde.neoauto.pe/autos_usados/360x240/557258/557258_8613395.webp,2012,222888,Diesel,Mecánica,"Lima, Lima",Blanco,4,tela,"2,000 cc"
HYUNDAI,SANTA FE,4x2,USD,"US$ 27,500",https://cde.neoauto.pe/autos_usados/360x240/742019/742019_3495101.webp,2024,15000,Gasolina,Automática - Secuencial,"Trujillo, La Libertad",Plata,4,Asientos de cuero,"2,497 cc"
TOYOTA,FORTUNER,4x4,USD,"US$ 24,000",https://cde.neoauto.pe/autos_usados/360x240/385057/385057_3884316.webp,2013,190000,Diesel,Mecánica,"Lima, Lima",Turquesa,4,tela,"3,000 cc"
KIA,SORENTO,2.4 AT - 4X4 FULL DELUXE,USD,"US$ 14,800",https://cde.neoauto.pe/autos_usados/360x240/741978/741978_9205150.webp,2014,87000,Gasolina,Automática - Secuencial,"Huancayo, Junin",Gris platino,4,tela,"2,349 cc"
BMW,120i,Posterior,USD,"US$ 17,000",https://cde.neoauto.pe/autos_usados/360x240/288509/288509_7673567.webp,2016,69000,Gasolina,Automática - Secuencial,"Lima, Lima",Blanco,4,tela,
TOYOTA,HILUX,4x2,USD,"US$ 26,500",https://cde.neoauto.pe/autos_usados/360x240/685578/685578_4521914.webp,2022,25000,Diesel,Mecánica,"Lima, Lima",Blanco,4,Asientos de cuero,"2,395 cc"
TOYOTA,COROLLA,FULL 1.8 CVT,USD,"US$ 13,199",https://cde.neoauto.pe/autos_usados/360x240/225642/225642_8699478.webp,2016,57500,Gas GLP,Automática,"Lima, Lima",Blanco,4,tela,"1,800 cc"
VOLKSWAGEN,JETTA,TRENDLINE 2.0 AT,USD,"US$ 13,990",https://cde.neoauto.pe/autos_usados/360x240/364293/364293_7410707.webp,2018,61700,Gasolina,Automática - Secuencial,"Lima, Lima",Gris platino,4,Asientos de cuero,"2,000 cc"
BMW,420I GRAN COUPE,,USD,"US$ 23,500",https://cde.neoauto.pe/autos_usados/360x240/139238/139238_3261504.webp,2016,25500,Gasolina,Automática - Secuencial,"Lima, Lima",Plata,4,Asientos de cuero,"2,000 cc"
CHERY,TIGGO 7 PRO,4x2,USD,"US$ 16,500",https://cde.neoauto.pe/autos_usados/360x240/736131/736131_9066999.webp,2023,10000,Gasolina,Automática - Secuencial,"Lima, Lima",Blanco,4,Asientos de cuero,"1,500 cc"
SUBARU,FORESTER,2.0I AWD CVT X,USD,"US$ 20,500",https://cde.neoauto.pe/autos_usados/360x240/742037/742037_1433551.webp,2018,,Gasolina,Automática,"Lima, Lima",Rojo Cereza,4,tela,"2,000 cc"
HONDA,PILOT,LX,USD,"US$ 24,990",https://cde.neoauto.pe/autos_usados/360x240/662891/662891_2069255.webp,2018,47200,Gasolina,Automática,"Lima, Lima",Plata,3,tela,"3,500 cc"
MAZDA,3 SPORT,Delantera,USD,"US$ 11,990",https://cde.neoauto.pe/autos_usados/360x240/662891/662891_4811192.webp,2017,82400,Gasolina,Mecánica,"Lima, Lima",Marrón,4,tela,"2,000 cc"
BMW,X1 20i,4x2,USD,"US$ 23,490",https://cde.neoauto.pe/autos_usados/360x240/662891/662891_9620639.webp,2019,52000,Gasolina,Automática - Secuencial,"Lima, Lima",Plata,4,tela,"2,000 cc"
FORD,FIESTA,Delantera,USD,"US$ 10,670",https://cde.neoauto.pe/autos_usados/360x240/662891/662891_5728075.webp,2017,38500,Gasolina,Automática - Secuencial,"Lima, Lima",Plata,4,tela,"1,600 cc"
SUZUKI,NEW VITARA,4x2,USD,"US$ 14,470",https://cde.neoauto.pe/autos_usados/360x240/662891/662891_2904734.webp,2017,45100,Gasolina,Automática - Secuencial,"Lima, Lima",Plata,4,tela,"1,600 cc"
MITSUBISHI,OUTLANDER,4x2,USD,"US$ 22,900",https://cde.neoauto.pe/autos_usados/360x240/650434/650434_7837907.webp,2023,9085,Gasolina,Mecánica,"Lima, Lima",Rojo,4,tela,"2,000 cc"
VOLKSWAGEN,TIGUAN,4x2,USD,"US$ 17,500",https://cde.neoauto.pe/autos_usados/360x240/650434/650434_9399864.webp,2018,80536,Gasolina,Automática,"Lima, Lima",Verde,4,tela,"2,000 cc"
HONDA,PILOT,4x4,USD,"US$ 39,900",https://cde.neoauto.pe/autos_usados/360x240/742025/742025_1198961.webp,2022,23000,Gasolina,Automática - Secuencial,"Lima, Lima",Negro Perlado,6,tela,"3,500 cc"
MAZDA,BT-50,4x4,USD,"US$ 27,900",https://cde.neoauto.pe/autos_usados/360x240/741877/741877_5107105.webp,2024,13000,Diesel,Mecánica,"Chiclayo, Lambayeque",Azul,4,Asientos de cuero,"3,000 cc"
TOYOTA,RAV4,4x2,USD,"US$ 31,000",https://cde.neoauto.pe/autos_usados/360x240/692838/692838_9830093.webp,2019,63741,Híbrido,Automática - Secuencial,"Lima, Lima",Gris Metálico,4,tela,"2,500 cc"
FORD,FUSION,Delantera,USD,"US$ 16,990",https://cde.neoauto.pe/autos_usados/360x240/662891/662891_7365344.webp,2018,29900,Gasolina,Automática - Secuencial,"Lima, Lima",Gris huracan,4,tela,"2,000 cc"
TOYOTA,COROLLA CROSS,4x2,USD,"US$ 26,500",https://cde.neoauto.pe/autos_usados/360x240/650434/650434_5455499.webp,2022,53133,Gasolina-Híbrido,Automática - Secuencial,"Lima, Lima",Plata,4,tela,"1,800 cc"
CHEVROLET,ALL NEW ONIX,Delantera,USD,"US$ 12,750",https://cde.neoauto.pe/autos_usados/360x240/694706/694706_7512749.webp,2023,13870,Gasolina,Mecánica,"Lima, Lima",Blanco,3,Asientos de cuero,"1,000 cc"
BMW,120i,Quattro,USD,"US$ 23,900",https://cde.neoauto.pe/autos_usados/360x240/741915/741915_8509337.webp,2020,20300,Gasolina,Automática - Secuencial,"Lima, Lima",Negro,4,Asientos de cuero,"2,000 cc"
MITSUBISHI,ASX,4x4,USD,"US$ 12,300",https://cde.neoauto.pe/autos_usados/360x240/678046/678046_6728465.webp,2017,62800,Dual,Mecánica,"Lima, Lima",Negro,4,tela,"2,000 cc"
BMW,X4 20i,4x4,USD,"US$ 24,000",https://cde.neoauto.pe/autos_usados/360x240/691589/691589_1373726.webp,2014,80000,Gasolina,Automática - Secuencial,"Lima, Lima",Azul,4,tela,"1,997 cc"
