Brands,Models,Version,Currency,Price,Urlpic,Year,KM,Fuel_type,Transmission,Location,Color,Cilinder,Upholstery,Engine
CHEVROLET,CAPTIVA,2.4 LS MT 2WD,USD,"US$ 12,900",https://cde.neoauto.pe/autos_usados/360x240/653045/653045_4131256.webp,2014,78567,Gasolina,Mecánica,"Lima, Lima",Blanco nieve,,tela,"2,400 cc"
SUBARU,IMPREZA SPORT,4x2,USD,"US$ 4,800",https://cde.neoauto.pe/autos_usados/360x240/693815/693815_6331279.webp,2002,161000,Gasolina,Automática,"Lima, Lima",Azul,4,tela,"1,499 cc"
KIA,SORENTO,4x2,USD,"US$ 32,500",https://cde.neoauto.pe/autos_usados/360x240/152639/152639_7051413.webp,2023,14600,Gasolina,Automática - Secuencial,"Lima, Lima",Azul acero,4,tela,"2,500 cc"
GOLDEN DRAGON,TURISTICO 10.5 MTS,,USD,"US$ 33,000",https://cde.neoauto.pe/autos_usados/360x240/742010/742010_4333156.webp,2013,,Diesel,Mecánica,"Lima, Lima",,,tela,
TOYOTA,RAV4,2.0 4X2 MT,USD,"US$ 19,000",https://cde.neoauto.pe/autos_usados/360x240/741941/741941_8512162.webp,2016,,Dual,Automática - Secuencial,"Lima, Lima",Negro Perlado,,tela,"2,000 cc"
SUBARU,IMPREZA SPORT,,USD,"US$ 16,500",https://cde.neoauto.pe/autos_usados/360x240/742018/742018_6903973.webp,2018,50000,Gasolina,Automática - Secuencial,"Arequipa, Arequipa",Azul,,tela,"2,000 cc"
MERCEDES BENZ,GLA 180,,USD,"US$ 26,000",https://cde.neoauto.pe/autos_usados/360x240/741155/741155_6405386.webp,2020,39000,Gasolina,Automática - Secuencial,"Lima, Lima",Negro,,Asientos de cuero,"1,595 cc"
VOLKSWAGEN,GOL COMFORT 1.6,,USD,"US$ 8,500",https://cde.neoauto.pe/autos_usados/360x240/426098/426098_1681138.webp,2016,51000,Gasolina,Automática - Secuencial,"Lima, Lima",Azul,4,tela,"1,598 cc"
MAZDA,2 SPORT,MT 1.5 GS FULL ,USD,"US$ 7,900",https://cde.neoauto.pe/autos_usados/360x240/240871/240871_4849180.webp,2013,100000,Gasolina,Mecánica,"Lima, Lima",Blanco,4,tela,"1,500 cc"
HYUNDAI,i10,Delantera,USD,"US$ 11,000",https://cde.neoauto.pe/autos_usados/360x240/476015/476015_4425259.webp,2023,13110,Dual,Mecánica,"Lima, Lima",Gris Oscuro,3,tela,"1,000 cc"
CHEVROLET,SPIN ACTIVE,4x4,USD,"US$ 10,500",https://cde.neoauto.pe/autos_usados/360x240/742041/742041_1581744.webp,2019,90000,Dual,Mecánica,"Lima, Lima",Negro,,Asientos de cuero,"1,800 cc"
SSANGYONG,ALL NEW KORANDO,4x2,USD,"US$ 17,500",https://cde.neoauto.pe/autos_usados/360x240/740055/740055_5310869.webp,2021,18000,Gasolina,Automática,"Lima, Lima",Plata,4,tela,"1,500 cc"
HYUNDAI,ACCENT,4x2,USD,"US$ 11,300",https://cde.neoauto.pe/autos_usados/360x240/737657/737657_9488197.webp,2018,56900,Gasolina,Automática,"Lima, Lima",Plata,4,tela,"1,368 cc"
CHEVROLET,N-300,,USD,"US$ 8,000",https://cde.neoauto.pe/autos_usados/360x240/281397/281397_9999204.webp,2020,79000,Dual,Mecánica,"Lima, Lima",Blanco,,tela,"1,200 cc"
KIA,RIO CROSS,4x4,USD,"US$ 13,000",https://cde.neoauto.pe/autos_usados/360x240/742038/742038_3803062.webp,2021,31000,Gasolina,Automática,"Lima, Lima",Negro,4,tela,15 cc
DODGE,CALIBER,4x2,USD,"US$ 7,800",https://cde.neoauto.pe/autos_usados/360x240/686969/686969_4420725.webp,2007,120000,Dual,Automática,"Callao, Callao",Negro,4,tela,
SUZUKI,SWIFT,Delantera,USD,"US$ 26,000",https://cde.neoauto.pe/autos_usados/360x240/455393/455393_7511201.webp,2014,97290,Gas GNV,Mecánica,"Lima, Lima",Negro,4,tela,"1,200 cc"
DAIHATSU,TERIOS,,USD,"US$ 9,800",,2012,,Gasolina,Automática,"Lima, Lima",,4,tela,"1,500 cc"
VOLKSWAGEN,AMAROK,4x4,USD,"US$ 15,000",,2011,225507,Diesel,Mecánica,"Tacna, Tacna",,4,tela,"2,000 cc"
HYUNDAI,ELANTRA,Delantera,USD,"US$ 18,000",https://cde.neoauto.pe/autos_usados/360x240/741907/741907_2275558.webp,2022,21198,Gasolina,Mecánica,"Lima, Lima",Azul,4,tela,"1,600 cc"
RENAULT,LOGAN,4x2,USD,"US$ 8,900",https://cde.neoauto.pe/autos_usados/360x240/735999/735999_4341832.webp,2021,37000,Dual,Mecánica,"Lima, Lima",Vino Tinto,,Asientos de cuero,"1,600 cc"
SUBARU,FORESTER,4x4,USD,"US$ 29,800",https://cde.neoauto.pe/autos_usados/360x240/385483/385483_5089353.webp,2023,9500,Gasolina,Automática - Secuencial,"Lima, Lima",Gris Oscuro,4,Asientos de cuero,"2,000 cc"
CHEVROLET,N-300,Posterior,USD,"US$ 8,200",https://cde.neoauto.pe/autos_usados/360x240/741656/741656_9918984.webp,2015,40176,Dual,Mecánica,"Lima, Lima",Plateado,4,Asientos de cuero,"1,200 cc"
RENAULT,KOLEOS,4x2,USD,"US$ 9,800",https://cde.neoauto.pe/autos_usados/360x240/662889/662889_9040695.webp,2013,77000,Gasolina,Automática - Secuencial,"Lima, Lima",Blanco,,tela,"2,500 cc"
JEEP,RENEGADE,4x2,USD,"US$ 18,000",https://cde.neoauto.pe/autos_usados/360x240/741932/741932_3453919.webp,2022,89989,Gasolina,Automática,"Trujillo, La Libertad",Plata,4,tela,"1,747 cc"
SUZUKI,SX-4,,USD,"US$ 8,100",https://cde.neoauto.pe/autos_usados/360x240/741934/741934_4370355.webp,2008,97908,Gas GNV,Mecánica,"Lima, Lima",Plata,4,tela,"1,600 cc"
JEEP,GRAND CHEROKEE LAREDO,4x2,USD,"US$ 23,500",https://cde.neoauto.pe/autos_usados/360x240/549295/549295_6352500.webp,2016,87000,Gasolina,Automática,"Lima, Lima",Azul,6,Asientos de cuero,36 cc
CITROEN,BERLINGO,Delantera,USD,"US$ 16,000",https://cde.neoauto.pe/autos_usados/360x240/689550/689550_2087569.webp,2023,5800,Diesel,Mecánica,"Lima, Lima",Blanco,4,tela,"1,600 cc"
TOYOTA,COROLLA HYBRID,4x2,USD,"US$ 12,800",https://cde.neoauto.pe/autos_usados/360x240/741945/741945_7936405.webp,2016,116,Gasolina,Mecánica,"Lima, Lima",Gris Metálico,4,tela,"1,798 cc"
HYUNDAI,ACCENT,4x2,USD,"US$ 8,300",https://cde.neoauto.pe/autos_usados/360x240/741950/741950_9838456.webp,2014,250000,Dual,Mecánica,"Lima, Lima",Blanco,4,tela,"1,400 cc"
MAZDA,CX-9,4x2,USD,"US$ 26,990",https://cde.neoauto.pe/autos_usados/360x240/733969/733969_8677740.webp,2020,52000,Gasolina,Automática - Secuencial,"Lima, Lima",Guinda,,tela,"2,500 cc"
SUBARU,OUTBACK,2.5I-S AWD CVT LIMITED,USD,"US$ 17,500",https://cde.neoauto.pe/autos_usados/360x240/741951/741951_6149762.webp,2017,71600,Gasolina,Automática - Secuencial,"Trujillo, La Libertad",Gris Metálico,4,tela,"2,500 cc"
VOLKSWAGEN,GOL,Delantera,USD,"US$ 9,300",https://cde.neoauto.pe/autos_usados/360x240/396230/396230_6492459.webp,2020,72100,Dual,Mecánica,"Chincha, Ica",Negro,,tela,"1,600 cc"
MITSUBISHI,ECLIPSE CROSS,4WD 2.0 GLS FULL CVT,USD,"US$ 21,500",https://cde.neoauto.pe/autos_usados/360x240/532263/532263_9007959.webp,2019,22300,Gasolina,Automática - Secuencial,"Lima, Lima",Gris Oscuro,,tela,"2,000 cc"
BMW,128TI,Delantera,USD,"US$ 39,000",https://cde.neoauto.pe/autos_usados/360x240/221132/221132_9435626.webp,2023,7300,Gasolina,Automática - Secuencial,"Lima, Lima",Gris Metálico,4,tela,"2,000 cc"
HONDA,ORTHIA,Delantera,USD,"US$ 4,200",https://cde.neoauto.pe/autos_usados/360x240/741970/741970_2163457.webp,1999,191000,Gas GLP,Automática,"Lima, Lima",Azul,4,tela,"2,000 cc"
VOLKSWAGEN,NIVUS,4x2,USD,"US$ 22,000",https://cde.neoauto.pe/autos_usados/360x240/741967/741967_5431808.webp,2022,12670,Gasolina,Automática,"Lima, Lima",Gris Metálico,,Asientos de cuero,"1,000 cc"
VOLKSWAGEN,TAOS,4x2,USD,"US$ 28,700",https://cde.neoauto.pe/autos_usados/360x240/741953/741953_5087513.webp,2022,6100,Gasolina,Automática - Secuencial,"Lima, Lima",Beige,4,tela,"1,395 cc"
TOYOTA,4RUNNER,4x4,USD,"US$ 38,900",https://cde.neoauto.pe/autos_usados/360x240/636404/636404_5229528.webp,2016,158000,Dual,Automática - Secuencial,"Lima, Lima",Beige,6,tela,"4,000 cc"
VOLKSWAGEN,TIGUAN,TRACK & STYLE 2.0 AT,USD,"US$ 12,999",https://cde.neoauto.pe/autos_usados/360x240/433325/433325_3559342.webp,2014,115000,Gasolina,Automática - Secuencial,"Lima, Lima",Verde Perlado,4,tela,"2,000 cc"
PEUGEOT,3008,ALLURE 1.6 THP AT6,USD,"US$ 23,800",https://cde.neoauto.pe/autos_usados/360x240/736655/736655_2309426.webp,2019,46000,Gasolina,Automática - Secuencial,"Lima, Lima",Gris Metálico,4,tela,"1,600 cc"
AUDI,A6,1.8TFSI STRONIC,USD,"US$ 14,900",https://cde.neoauto.pe/autos_usados/360x240/390757/390757_2513851.webp,2015,86000,Diesel,Automática - Secuencial,"Lima, Lima",Plata,4,Asientos de cuero,"1,800 cc"
TOYOTA,RUSH,4x2,USD,"US$ 20,200",https://cde.neoauto.pe/autos_usados/360x240/741912/741912_3000928.webp,2023,56000,Dual,Mecánica,"Lima, Lima",Plata,4,Asientos de cuero,"1,500 cc"
SUBARU,WRX,4WD,USD,"US$ 30,000",https://cde.neoauto.pe/autos_usados/360x240/193145/193145_7779742.webp,2021,2000,Gasolina,Mecánica,"Piura, Piura",Naranja,4,tela,"2,000 cc"
TOYOTA,RAV4,2.0 4X2 MT,USD,"US$ 24,500",https://cde.neoauto.pe/autos_usados/360x240/741919/741919_1824257.webp,2018,47000,Gasolina,Mecánica,"Piura, Piura",Turquesa,4,Asientos de cuero,"1,987 cc"
JEEP,GRAND CHEROKEE LAREDO,4x2,USD,"US$ 26,000",https://cde.neoauto.pe/autos_usados/360x240/237245/237245_6817305.webp,2017,39000,Gasolina,Automática - Secuencial,"Lima, Lima",Gris platino,6,Asientos de cuero,"3,600 cc"
HYUNDAI,CRETA,4x2,USD,"US$ 16,000",https://cde.neoauto.pe/autos_usados/360x240/741693/741693_3535791.webp,2020,63000,Dual,Mecánica,"Lima, Lima",Rojo Oscuro,4,Asientos de cuero,"1,600 cc"
HYUNDAI,H-1,Posterior,USD,"US$ 19,600",https://cde.neoauto.pe/autos_usados/360x240/737396/737396_1803807.webp,2017,182000,Diesel,Mecánica,"Lima, Lima",Plata,4,Asientos de cuero,"2,476 cc"
HONDA,PILOT,EXL,USD,"US$ 12,900",https://cde.neoauto.pe/autos_usados/360x240/660236/660236_9294379.webp,2011,120000,Gasolina,Automática - Secuencial,"Lima, Lima",Negro Perlado,6,tela,"3,500 cc"
MERCEDES BENZ,C-180,CLASSIC,USD,"US$ 11,800",https://cde.neoauto.pe/autos_usados/360x240/741944/741944_4916992.webp,2012,113800,Gasolina,Automática - Secuencial,"Lima, Lima",Blanco,4,tela,"1,800 cc"
VOLKSWAGEN,JETTA GLI,Delantera,USD,"US$ 10,100",https://cde.neoauto.pe/autos_usados/360x240/670958/670958_1822431.webp,2013,91000,Gasolina,Automática - Secuencial,"Lima, Lima",Gris Oscuro,4,tela,"2,000 cc"
KIA,SPORTAGE,4x2,USD,"US$ 34,500",https://cde.neoauto.pe/autos_usados/360x240/741904/741904_5955346.webp,2023,21000,Gasolina,Automática - Secuencial,"Lima, Lima",Negro Perlado,4,tela,"1,600 cc"
HYUNDAI,i30,1.6 GL AT,USD,"US$ 9,000",https://cde.neoauto.pe/autos_usados/360x240/239296/239296_5285759.webp,2013,135000,Gasolina,Automática - Secuencial,"Lima, Lima",Marrón,4,tela,"1,600 cc"
VOLKSWAGEN,GOLF,COMFORTLINE 1.4T AT,USD,"US$ 14,500",https://cde.neoauto.pe/autos_usados/360x240/725393/725393_5450537.webp,2016,49500,Gasolina,Automática - Secuencial,"Lima, Lima",Negro Perlado,4,Asientos de cuero,"1,400 cc"
SUZUKI,GRAND NOMADE,2.4 AT GLX LUX 4X4,USD,"US$ 9,500",https://cde.neoauto.pe/autos_usados/360x240/741922/741922_5691261.webp,2011,98000,Gasolina,Mecánica,"Lima, Lima",Plateado,,Asientos de cuero,"2,400 cc"
BMW,318i,Posterior,USD,"US$ 3,600",https://cde.neoauto.pe/autos_usados/360x240/741942/741942_2945199.webp,1995,179000,Gasolina,Mecánica,"Lima, Lima",Blanco,4,tela,"1,800 cc"
FORD,FOCUS,TITANIUM - AT,USD,"US$ 10,500",https://cde.neoauto.pe/autos_usados/360x240/741903/741903_9376157.webp,2017,53000,Gasolina,Automática - Secuencial,"Lima, Lima",Negro,,tela,2 cc
TOYOTA,COROLLA,,USD,"US$ 11,500",https://cde.neoauto.pe/autos_usados/360x240/741935/741935_7711022.webp,2013,18000,Gasolina,Automática,"Lima, Lima",Rojo,,tela,
SUZUKI,GRAND NOMADE,2.0 MT GLX 4X2,USD,"US$ 11,100",https://cde.neoauto.pe/autos_usados/360x240/741939/741939_2812434.webp,2013,107000,Gasolina,Mecánica,"Arequipa, Arequipa",Negro,4,tela,"2,000 cc"
TOYOTA,RAV4,GX 2.4 AT 4X2,USD,"US$ 10,800",https://cde.neoauto.pe/autos_usados/360x240/739911/739911_7581467.webp,2008,184000,Gasolina,Mecánica,"Lima, Lima",Rojo Cereza,,Asientos de cuero,
KIA,RIO,1.4 AT - EX FULL,USD,"US$ 7,900",https://cde.neoauto.pe/autos_usados/360x240/741924/741924_1205482.webp,2014,145000,Gas GLP,Automática,"Lima, Lima",Gris platino,4,tela,"1,400 cc"
AUDI,A3 SPORTBACK,Delantera,USD,"US$ 28,900",https://cde.neoauto.pe/autos_usados/360x240/740134/740134_3179210.webp,2023,20000,Gasolina,Automática - Secuencial,"Lima, Lima",Blanco,,Asientos de cuero,"1,400 cc"
CITROEN,C-3,Delantera,USD,"US$ 5,000",https://cde.neoauto.pe/autos_usados/360x240/244617/244617_8707351.webp,2010,110000,Gasolina,Mecánica,"Lima, Lima",Blanco claro,3,tela,"1,400 cc"
NISSAN,TIIDA,1.6 MT,USD,"US$ 8,500",https://cde.neoauto.pe/autos_usados/360x240/668499/668499_4167018.webp,2016,78000,Gas GNV,Mecánica,"Lima, Lima",Plomo,4,tela,"1,600 cc"
VOLKSWAGEN,SAVEIRO,4x2,USD,"US$ 14,500",https://cde.neoauto.pe/autos_usados/360x240/741971/741971_3574229.webp,2022,10000,Gasolina,Mecánica,"Lima, Lima",Gris platino,4,Asientos de cuero,"1,600 cc"
SUBARU,XV,AWD,USD,"US$ 15,000",https://cde.neoauto.pe/autos_usados/360x240/741972/741972_6563366.webp,2017,73800,Gasolina,Automática - Secuencial,"Lima, Lima",Gris Oscuro,4,tela,"2,000 cc"
VOLKSWAGEN,ESCARABAJO,Posterior,USD,"US$ 3,450",https://cde.neoauto.pe/autos_usados/360x240/463605/463605_1855973.webp,1977,34857,Gasolina,Mecánica,"Lima, Lima",Gris Oscuro,4,tela,"1,300 cc"
CHEVROLET,TRACKER,4x2,USD,"US$ 16,500",https://cde.neoauto.pe/autos_usados/360x240/741819/741819_7359611.webp,2022,41000,Dual,Automática,"Lima, Lima",Gris Oscuro,3,tela,"1,199 cc"
MG,5,Delantera,USD,"US$ 13,000",https://cde.neoauto.pe/autos_usados/360x240/705068/705068_9007896.webp,2022,14000,Dual,Automática - Secuencial,"Lima, Lima",Plateado,4,tela,"1,500 cc"
HYUNDAI,VENUE,,USD,"US$ 17,000",https://cde.neoauto.pe/autos_usados/360x240/404794/404794_4483732.webp,2023,17500,Gasolina,Automática - Secuencial,"Lima, Lima",Azul,4,tela,"1,600 cc"
SUZUKI,GRAND VITARA,1.6 MT FULL GLX,USD,"US$ 12,900",https://cde.neoauto.pe/autos_usados/360x240/700084/700084_8150600.webp,2018,127300,Gasolina,Mecánica,"Lima, Lima",Plateado,,tela,"1,600 cc"
TOYOTA,RAV4,2.0 4X2 CVT,USD,"US$ 14,500",https://cde.neoauto.pe/autos_usados/360x240/741960/741960_8523373.webp,2014,86000,Gasolina,Automática - Secuencial,"Lima, Lima",Negro,,Asientos de cuero,"2,000 cc"
HYUNDAI,H-1,Posterior,USD,"US$ 19,600",https://cde.neoauto.pe/autos_usados/360x240/406239/406239_4093742.webp,2017,156000,Diesel,Mecánica,"Lima, Lima",Plata,4,Asientos de cuero,"2,476 cc"
GREAT WALL,M4,Delantera,USD,"US$ 9,500",https://cde.neoauto.pe/autos_usados/360x240/412514/412514_4015513.webp,2021,25000,Gasolina,Mecánica,"Arequipa, Arequipa",Gris platino,4,tela,"1,500 cc"
TOYOTA,RAV4,2.0 4X2 CVT,USD,"US$ 19,000",https://cde.neoauto.pe/autos_usados/360x240/741954/741954_6911180.webp,2016,41200,Gasolina,Automática - Secuencial,"Lima, Lima",Plomo,4,Asientos de cuero,"2,000 cc"
NISSAN,VERSA,Delantera,USD,"US$ 19,890",https://cde.neoauto.pe/autos_usados/360x240/741973/741973_7500321.webp,2023,20000,Gasolina,Automática,"Lima, Lima",Rojo Oscuro,4,Asientos de cuero,"1,598 cc"
TOYOTA,YARIS,GLI 1.3 AT,USD,"US$ 9,500",https://cde.neoauto.pe/autos_usados/360x240/148876/148876_4496424.webp,2015,102000,Gasolina,Automática - Secuencial,"Lima, Lima",Beige,4,tela,"1,300 cc"
JAC,S5,Delantera,USD,"US$ 7,500",https://cde.neoauto.pe/autos_usados/360x240/737151/737151_7023655.webp,2015,40000,Gasolina,Mecánica,"Lima, Lima",Plata,4,tela,"2,000 cc"
FORD,FALCON,Posterior,USD,"US$ 10,000",https://cde.neoauto.pe/autos_usados/360x240/741940/741940_2293524.webp,1964,,Gasolina,Mecánica,"Lima, Lima",Rojo,8,Asientos de cuero,"4,737 cc"
KIA,SPORTAGE,4x2,USD,"US$ 9,000",https://cde.neoauto.pe/autos_usados/360x240/131466/131466_1552209.webp,2009,139000,Gas GLP,Mecánica,"Lima, Lima",Plomo Ceniza,4,tela,"2,000 cc"
MAZDA,2 SPORT,SPORT MT 1.5 GS CORE PE,USD,"US$ 8,500",https://cde.neoauto.pe/autos_usados/360x240/726012/726012_9611310.webp,2015,55400,Gasolina,Mecánica,"Lima, Lima",Rojo,4,tela,"1,500 cc"
NISSAN,BLUEBIRD,Delantera,USD,"US$ 6,400",https://cde.neoauto.pe/autos_usados/360x240/741970/741970_7933426.webp,2008,211000,Gas GLP,Automática,"Lima, Lima",Celeste,4,tela,"2,000 cc"
HYUNDAI,ELANTRA,GLS 1.6 MT,USD,"US$ 8,300",https://cde.neoauto.pe/autos_usados/360x240/741968/741968_3651087.webp,2009,95000,Gasolina,Mecánica,"Huancayo, Junin",Gris Metálico,4,tela,"1,591 cc"
MG,3,Delantera,USD,"US$ 6,500",https://cde.neoauto.pe/autos_usados/360x240/369529/369529_1011714.webp,2015,55000,Gasolina,Mecánica,"Lima, Lima",Blanco,4,tela,"1,500 cc"
TOYOTA,HILUX,4x2,USD,"US$ 30,500",https://cde.neoauto.pe/autos_usados/360x240/143825/143825_4884759.webp,2024,,Diesel,Mecánica,"Lima, Lima",Blanco,4,tela,"2,400 cc"
NISSAN,VERSA ADVANCE,4x2,USD,"US$ 16,500",https://cde.neoauto.pe/autos_usados/360x240/728298/728298_2904826.webp,2023,27000,Gasolina,Mecánica,"Talara, Piura",Gris Metálico,4,tela,"1,598 cc"
GEELY,GX3,4x2,USD,"US$ 10,500",https://cde.neoauto.pe/autos_usados/360x240/741916/741916_6363490.webp,2022,60000,Dual,Mecánica,"Lima, Lima",Blanco,4,Asientos de cuero,"1,500 cc"
MITSUBISHI,L200,4x2,USD,"US$ 16,999",https://cde.neoauto.pe/autos_usados/360x240/741634/741634_1184126.webp,2017,110000,Diesel,Mecánica,"Lima, Lima",Plata,4,tela,2 cc
MITSUBISHI,OUTLANDER,4x2,USD,"US$ 16,000",https://cde.neoauto.pe/autos_usados/360x240/741948/741948_5267068.webp,2016,52000,Gasolina,Automática - Secuencial,"Lima, Lima",Azul,4,tela,"1,998 cc"
SUBARU,FORESTER,2.0I AWD CVT X,USD,"US$ 12,500",https://cde.neoauto.pe/autos_usados/360x240/177759/177759_6407855.webp,2014,173,Gasolina,Automática - Secuencial,"Lima, Lima",Gris Oscuro,,tela,
KIA,RIO,,USD,"US$ 12,000",https://cde.neoauto.pe/autos_usados/360x240/687315/687315_6506582.webp,2014,,Gas GLP,Mecánica,"Lima, Lima",Marrón,,tela,
TOYOTA,COROLLA CROSS,,USD,"US$ 20,500",https://cde.neoauto.pe/autos_usados/360x240/739849/739849_3086029.webp,2023,14500,Gasolina,Automática - Secuencial,"Lima, Lima",Rojo Oscuro,4,tela,"2,000 cc"
TOYOTA,LAND CRUISER PRADO,2.7 TX-L AT,USD,"US$ 23,900",https://cde.neoauto.pe/autos_usados/360x240/740804/740804_6627886.webp,2012,128000,Gasolina,Mecánica,"Lima, Lima",Gris platino,4,tela,"2,700 cc"
MAZDA,CX-5,AT 2.0 2WD GS CORE IPM PE,USD,"US$ 14,500",https://cde.neoauto.pe/autos_usados/360x240/220564/220564_1893488.webp,2016,72000,Gasolina,Automática - Secuencial,"Lima, Lima",Negro,4,tela,"2,000 cc"
TOYOTA,LAND CRUISER PRADO,2.7 TX-L AT,USD,"US$ 24,500",https://cde.neoauto.pe/autos_usados/360x240/740804/740804_1614505.webp,2013,120000,Gasolina,Mecánica,"Lima, Lima",Blanco,4,tela,"2,700 cc"
HONDA,WR-V,4x2,USD,"US$ 14,500",https://cde.neoauto.pe/autos_usados/360x240/659665/659665_8529036.webp,2018,45400,Dual,Automática,"Lima, Lima",,,tela,"1,500 cc"
VOLKSWAGEN,JETTA GLI,Delantera,USD,"US$ 11,000",https://cde.neoauto.pe/autos_usados/360x240/741468/741468_8847689.webp,2014,92000,Gasolina,Automática,"Lima, Lima",Blanco,,tela,
JEEP,COMPASS SPORT,,USD,"US$ 25,500",,2022,35000,,Mecánica,"Lima, Lima",,,Asientos de cuero,
RENAULT,ALASKAN,4x4,USD,"US$ 19,500",,2018,125000,Diesel,Mecánica,"Lima, Lima",Gris Oscuro,4,tela,"2,500 cc"
KIA,SOLUTO,Delantera,USD,"US$ 10,800",https://cde.neoauto.pe/autos_usados/360x240/741840/741840_5146179.webp,2023,50000,Dual,Mecánica,"Trujillo, La Libertad",Rojo,4,tela,"1,400 cc"
TOYOTA,RAV4,2.5 MT 4X2,USD,"US$ 14,500",https://cde.neoauto.pe/autos_usados/360x240/741842/741842_5111140.webp,2013,215242,Gasolina,Mecánica,"Talara, Piura",Gris Metálico,4,Asientos de cuero,"2,494 cc"
JEEP,RENEGADE,,USD,"US$ 31,990",https://cde.neoauto.pe/autos_usados/360x240/658241/658241_7075777.webp,2024,10,,Automática - Secuencial,"Lima, Lima",,,Asientos de cuero,
CHEVROLET,CRUZE,1.8 LS AT FULL,USD,"US$ 6,500",https://cde.neoauto.pe/autos_usados/360x240/739764/739764_1612229.webp,2012,64200,Gasolina,Automática - Secuencial,"Lima, Lima",Negro,,tela,"1,800 cc"
JEEP,COMPASS,4x2,USD,"US$ 40,990",https://cde.neoauto.pe/autos_usados/360x240/658241/658241_3871018.webp,2024,10,Gasolina,Automática - Secuencial,"Lima, Lima",Blanco,4,Asientos de cuero,"1,300 cc"
JEEP,COMPASS,4x2,USD,"US$ 37,990",https://cde.neoauto.pe/autos_usados/360x240/658579/658579_7293479.webp,2024,10,Gasolina,Automática - Secuencial,"Lima, Lima",Gris Oscuro,4,Asientos de cuero,"1,300 cc"
JEEP,COMPASS,,USD,"US$ 32,990",https://cde.neoauto.pe/autos_usados/360x240/658376/658376_6813136.webp,2024,10,,Automática - Secuencial,"Lima, Lima",,,tela,
JEEP,RENEGADE,,USD,"US$ 28,990",https://cde.neoauto.pe/autos_usados/360x240/649396/649396_9326752.webp,2024,10,,Automática - Secuencial,"Lima, Lima",,,tela,
JEEP,COMMANDER,4x2,USD,"US$ 44,990",https://cde.neoauto.pe/autos_usados/360x240/649396/649396_5655619.webp,2024,10,Gasolina,Automática - Secuencial,"Lima, Lima",Dorado,4,Asientos de cuero,"1,300 cc"
HYUNDAI,ELANTRA,4x2,USD,"US$ 23,500",https://cde.neoauto.pe/autos_usados/360x240/329205/329205_2612807.webp,2022,12000,Gasolina,Automática - Secuencial,"Lima, Lima",Blanco,4,tela,"1,600 cc"
JEEP,COMMANDER,4x2,USD,"US$ 51,990",https://cde.neoauto.pe/autos_usados/360x240/662981/662981_5706227.webp,2024,10,Gasolina,Automática - Secuencial,"Lima, Lima",Azul,4,tela,"1,300 cc"
BMW,X5 30i,,USD,"US$ 17,500",https://cde.neoauto.pe/autos_usados/360x240/336330/336330_4978245.webp,2012,88000,Gasolina,Automática - Secuencial,"Lima, Lima",Negro,,Asientos de cuero,
RAM,700,4x2,USD,"US$ 15,990",https://cde.neoauto.pe/autos_usados/360x240/662981/662981_6844919.webp,2024,10,Gasolina,Mecánica,"Lima, Lima",Negro,4,tela,"1,300 cc"
FORD,RANGER,4x4,USD,"US$ 36,000",https://cde.neoauto.pe/autos_usados/360x240/741864/741864_6030623.webp,2023,25000,Diesel,Mecánica,"Lima, Lima",Guinda,,tela,"3,200 cc"
CHEVROLET,OPTRA,1.6 LS MT FULL,USD,"US$ 5,600",https://cde.neoauto.pe/autos_usados/360x240/720837/720837_2587175.webp,2010,150000,Dual,Mecánica,"Lima, Lima",Azul,,tela,
RAM,700,4x2,USD,"US$ 18,990",https://cde.neoauto.pe/autos_usados/360x240/658283/658283_9101360.webp,2024,10,Gasolina,Mecánica,"Lima, Lima",Plata,4,tela,"1,400 cc"
RAM,700,,USD,"US$ 19,990",https://cde.neoauto.pe/autos_usados/360x240/719893/719893_8464930.webp,2023,10,Gasolina,Mecánica,"Lima, Lima",Rojo,4,Asientos de cuero,"1,300 cc"
BMW,528-I,4x2,USD,"US$ 20,000",https://cde.neoauto.pe/autos_usados/360x240/544993/544993_5917443.webp,2016,72000,Gasolina,Automática - Secuencial,"Lima, Lima",Blanco,4,tela,"2,000 cc"
CHEVROLET,TRAVERSE,3.6 LT AT AWD,USD,"US$ 21,500",https://cde.neoauto.pe/autos_usados/360x240/304893/304893_3516092.webp,2017,50000,Gasolina,Automática - Secuencial,"Lima, Lima",Negro,6,tela,3 cc
HYUNDAI,TIBURON,4x2,USD,"US$ 10,500",https://cde.neoauto.pe/autos_usados/360x240/434304/434304_4335087.webp,2007,76000,Gasolina,Automática - Secuencial,"Lima, Lima",Plata,4,tela,"2,000 cc"
RAM,1500,4x4,USD,"US$ 57,990",https://cde.neoauto.pe/autos_usados/360x240/679331/679331_9266935.webp,2024,10,Gasolina,Automática,"Lima, Lima",Rojo,6,tela,"3,600 cc"
VOLKSWAGEN,JETTA,TRENDLINE 2.0 MT,USD,"US$ 12,500",https://cde.neoauto.pe/autos_usados/360x240/560587/560587_2982660.webp,2018,75000,Gasolina,Mecánica,"Arequipa, Arequipa",Guinda Perlado,4,tela,"2,000 cc"
JEEP,COMPASS,2.4 4X2 AT,USD,"US$ 11,000",https://cde.neoauto.pe/autos_usados/360x240/396601/396601_9408968.webp,2012,92200,Gasolina,Automática,"Lima, Lima",Guinda,4,Asientos de cuero,"2,400 cc"
